Age,Gender,ChildrenHome,Education,MaritalStatus,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
59,1,2,2ndCycle,Single,39548.0,Phone,2,13,2,1,2,6,2,0,4,0
17,0,0,Undergraduate,Single,15361.0,Tablet,0,20,4,15,0,2,3,1,0,1
68,0,1,Master,Married,50943.0,Computer,2,24,3,4,0,1,3,4,2,0
52,1,1,PhD,Married,23626.0,Laptop,1,18,4,3,1,4,2,4,1,0
28,1,0,Graduate,Married,80134.0,Phone,2,21,2,2,5,0,2,3,0,0
68,0,1,Master,Married,60033.0,Laptop,1,22,4,2,3,4,2,1,4,0
57,0,1,Graduate,Married,69139.0,Phone,0,17,1,4,7,0,2,1,4,0
34,0,1,2ndCycle,Married,15716.0,Phone,2,28,4,3,3,6,4,2,11,0
50,0,2,PhD,Single,38578.0,Phone,1,26,5,3,7,0,0,1,13,1
27,0,2,Graduate,Married,49278.0,Tablet,2,26,3,3,2,2,0,0,7,1
51,1,1,Master,Divorced,74290.0,Tablet,1,6,1,10,8,4,7,6,6,0
21,0,0,Undergraduate,Single,21190.0,Computer,2,47,5,14,4,2,0,3,14,1
63,1,0,Graduate,Married,18690.0,Tablet,1,22,5,1,3,6,1,2,3,0
22,1,0,Undergraduate,Single,11692.0,Computer,1,4,1,12,3,1,4,1,7,0
68,1,0,Master,Married,66991.0,Laptop,1,18,3,4,8,1,3,1,7,0
46,0,2,PhD,Divorced,55412.0,Tablet,2,17,1,2,2,1,1,2,2,0
35,0,0,Master,Single,41020.0,Laptop,1,10,4,3,1,2,1,0,11,0
60,0,2,Graduate,Married,51195.0,Laptop,0,23,3,9,3,2,3,1,7,0
66,1,2,Graduate,Married,48195.0,Computer,1,17,2,4,6,4,4,0,13,0
66,1,3,Graduate,Divorced,26150.0,Tablet,1,7,1,1,0,7,4,1,4,0
63,0,2,Graduate,Single,80982.0,Tablet,2,4,1,11,4,2,1,2,7,0
42,0,1,Graduate,Single,51766.0,Computer,0,10,3,4,1,0,6,6,0,0
41,0,0,PhD,Married,44953.0,Tablet,1,27,5,7,2,5,1,5,12,0
53,0,1,Graduate,Married,14045.0,Computer,2,16,4,1,1,0,0,5,3,0
57,1,0,PhD,Married,84618.0,Phone,2,29,5,6,2,4,0,3,4,0
46,1,1,Graduate,Married,24027.0,Laptop,2,11,4,2,5,2,3,3,8,0
49,0,2,Master,Divorced,52034.0,Computer,1,4,2,4,2,5,5,0,2,0
30,1,2,Graduate,Married,56379.0,Laptop,1,8,2,4,9,1,8,8,3,0
20,0,0,Undergraduate,Single,10233.0,Phone,1,30,4,20,5,3,4,2,2,1
63,1,1,PhD,Single,34554.0,Laptop,1,29,2,2,4,6,1,3,1,0
74,1,2,PhD,Married,46681.0,Laptop,2,6,2,4,3,7,2,0,16,0
49,1,1,Basic,Married,9722.0,Laptop,1,16,4,3,0,9,2,3,5,1
46,1,0,2ndCycle,Married,26326.0,Phone,1,7,1,0,2,1,0,1,0,0
54,0,2,Graduate,Married,58554.0,Computer,0,20,3,8,0,3,0,1,3,0
39,1,1,2ndCycle,Married,32146.0,Laptop,2,22,4,2,2,5,1,1,3,0
50,0,1,Graduate,Married,30023.0,Computer,2,19,1,2,1,3,3,0,13,0
45,0,1,Graduate,Married,55375.0,Laptop,2,19,4,1,0,0,4,3,2,0
59,1,1,Basic,Married,14918.0,Tablet,0,24,2,1,3,3,2,0,2,0
44,1,1,Basic,Married,24882.0,Phone,0,10,4,1,2,2,5,0,2,0
63,0,0,PhD,Single,55212.0,Computer,1,17,1,1,4,2,1,0,3,0
44,1,1,2ndCycle,Single,38593.0,Tablet,2,5,2,4,3,4,1,0,8,0
53,0,0,PhD,Married,69476.0,Laptop,2,16,4,4,7,0,3,1,1,0
65,1,1,Graduate,Married,47320.0,Computer,2,16,1,5,0,0,5,1,7,0
47,1,1,Graduate,Married,55914.0,Tablet,2,8,2,11,0,3,3,2,5,0
45,1,1,Master,Married,27889.0,Tablet,1,7,1,1,4,0,2,4,3,0
19,0,0,Undergraduate,Single,12812.0,Tablet,0,10,3,23,10,4,0,6,0,1
62,0,0,2ndCycle,Married,92556.0,Tablet,0,7,2,3,4,2,0,2,3,0
47,1,1,Graduate,Single,84196.0,Computer,2,13,1,8,1,7,6,0,12,0
70,1,2,Graduate,Single,40887.0,Phone,2,12,2,3,2,5,8,1,3,1
75,1,1,PhD,Married,73059.0,Laptop,2,23,3,9,5,5,1,6,4,0
60,0,0,Graduate,Married,83715.0,Laptop,0,27,2,2,3,0,2,3,8,0
70,1,0,2ndCycle,Divorced,63998.0,Phone,0,27,2,7,4,9,0,0,10,1
65,0,2,PhD,Divorced,41437.0,Laptop,1,8,1,1,1,2,1,4,12,0
19,1,0,Undergraduate,Single,23230.0,Laptop,1,19,4,15,0,8,1,2,9,0
47,1,2,2ndCycle,Married,37284.0,Computer,2,3,2,0,3,0,2,3,16,0
53,1,1,Graduate,Married,38361.0,Laptop,2,9,1,3,1,7,2,6,1,0
29,0,0,Graduate,Single,59190.0,Phone,0,30,2,16,4,6,2,3,4,1
40,1,0,Graduate,Married,71853.0,Laptop,2,24,5,2,2,6,2,4,0,0
26,1,2,Graduate,Married,58058.0,Tablet,0,23,4,11,8,0,3,2,5,0
66,0,0,Master,Married,14661.0,Laptop,0,4,2,1,6,2,6,0,12,0
45,1,0,Graduate,Married,96876.0,Phone,0,47,4,7,10,4,4,7,0,1
29,1,1,Graduate,Married,53020.0,Laptop,0,18,1,10,6,3,1,10,2,1
69,1,0,Graduate,Single,69267.0,Phone,1,8,2,3,5,1,5,2,7,1
20,0,0,Undergraduate,Single,7294.0,Computer,2,23,2,0,7,3,4,3,8,1
30,0,1,Basic,Single,15253.0,Computer,2,21,5,1,5,3,4,4,8,0
28,0,2,Graduate,Married,55477.0,Computer,2,37,4,14,4,3,2,1,1,1
64,1,2,2ndCycle,Single,38741.0,Computer,2,27,4,2,1,0,5,2,3,0
40,0,0,Graduate,Married,37040.0,Tablet,2,25,3,4,3,3,3,7,2,0
49,0,1,2ndCycle,Divorced,31163.0,Computer,1,3,2,1,4,2,2,6,7,0
27,0,1,Graduate,Married,53238.0,Laptop,0,10,2,17,4,2,0,4,3,0
25,0,0,Undergraduate,Single,18503.0,Phone,1,29,4,15,2,1,1,1,2,0
42,1,1,Graduate,Married,69508.0,Tablet,2,13,1,11,0,4,4,6,6,0
52,1,1,Master,Single,29548.0,Laptop,1,20,5,1,2,2,5,0,7,0
68,0,1,Graduate,Divorced,50002.0,Phone,1,20,5,8,7,1,1,1,1,0
30,0,1,Graduate,Married,44633.0,Phone,0,19,3,11,1,2,1,0,3,0
30,1,0,Graduate,Married,34935.0,Laptop,2,8,2,2,4,0,5,0,3,0
43,1,1,Graduate,Married,85693.0,Computer,1,29,2,9,3,3,1,4,10,0
64,0,1,2ndCycle,Single,75342.0,Computer,0,10,1,5,0,0,2,4,5,0
63,1,3,PhD,Married,33762.0,Computer,0,16,1,2,5,6,6,0,2,0
47,0,2,Graduate,Single,53201.0,Laptop,1,30,2,6,4,3,0,2,1,0
25,0,0,Undergraduate,Single,15537.0,Laptop,2,43,5,12,0,2,0,2,15,1
50,1,2,Graduate,Married,40321.0,Computer,2,15,4,3,6,1,2,2,2,0
25,1,0,Undergraduate,Single,20944.0,Laptop,0,10,4,23,7,3,5,9,13,1
70,0,2,PhD,Divorced,46610.0,Tablet,1,44,6,4,3,0,11,6,0,1
52,0,0,2ndCycle,Married,15315.0,Computer,1,6,2,2,6,1,1,3,6,0
43,1,1,Graduate,Married,34350.0,Laptop,2,6,1,1,2,5,0,7,0,0
27,1,0,2ndCycle,Single,80617.0,Laptop,2,14,1,4,1,1,2,2,1,0
40,0,0,Graduate,Married,24711.0,Laptop,1,28,4,3,1,1,1,2,0,0
47,1,1,Graduate,Married,60934.0,Phone,1,25,5,6,3,0,6,0,1,0
23,0,0,Undergraduate,Single,19875.0,Computer,1,32,2,12,2,6,3,3,1,1
48,1,2,Graduate,Married,26751.0,Tablet,2,30,5,1,1,7,1,4,8,0
22,0,0,Undergraduate,Single,27491.0,Laptop,0,16,1,11,2,0,3,1,15,0
18,1,0,Undergraduate,Single,23638.0,Computer,0,46,6,4,0,1,0,2,4,1
39,0,1,Graduate,Married,39453.0,Laptop,1,8,2,2,1,6,3,2,14,0
29,1,0,Graduate,Single,41879.0,Phone,1,33,2,14,1,6,1,0,2,1
63,0,0,Graduate,Divorced,52332.0,Tablet,1,19,3,3,5,1,2,4,5,0
24,0,0,Undergraduate,Single,14956.0,Laptop,1,16,2,5,3,1,2,2,11,0
48,1,1,PhD,Married,45068.0,Phone,2,8,2,1,1,3,1,1,3,0
64,0,2,PhD,Married,37334.0,Laptop,1,14,2,3,3,2,0,7,6,0
41,1,0,Graduate,Married,88325.0,Tablet,2,11,2,6,3,0,2,4,8,0
57,0,1,Graduate,Married,59754.0,Phone,1,6,1,5,2,4,3,2,3,1
70,0,2,Graduate,Single,44213.0,Phone,2,4,1,2,5,2,0,5,4,0
43,1,2,Basic,Single,16014.0,Laptop,0,13,2,1,4,6,1,0,0,0
67,0,2,Master,Single,51124.0,Computer,1,19,1,1,1,8,0,7,1,0
55,0,1,Master,Married,62513.0,Laptop,0,18,4,6,0,5,2,1,6,0
16,0,0,Undergraduate,Single,26554.0,Phone,1,18,2,4,4,2,1,6,13,0
66,1,1,Graduate,Married,71866.0,Tablet,0,8,2,6,7,3,1,1,6,0
53,1,1,PhD,Married,30396.0,Phone,2,46,6,1,2,3,2,5,0,1
61,1,0,Graduate,Single,82332.0,Phone,2,36,4,5,4,3,14,1,5,1
39,0,0,Graduate,Single,101970.0,Phone,1,19,1,6,1,1,11,3,1,1
38,1,1,PhD,Single,16269.0,Computer,1,26,2,3,2,7,4,0,2,0
40,0,0,Master,Single,6560.0,Tablet,0,16,2,1,7,4,0,4,1,0
20,0,0,Undergraduate,Single,24501.0,Computer,2,39,6,6,3,3,2,2,17,1
54,0,2,Graduate,Single,35893.0,Computer,2,30,6,3,8,6,6,0,2,0
25,1,0,Undergraduate,Single,15954.0,Computer,2,6,1,22,5,7,4,9,2,0
68,0,0,PhD,Single,74637.0,Computer,1,15,4,6,3,4,2,0,1,0
65,0,1,Graduate,Married,55267.0,Laptop,0,8,1,3,2,1,2,1,0,0
46,1,2,Graduate,Married,36283.0,Tablet,1,3,1,1,3,3,3,3,0,0
64,0,2,PhD,Single,50729.0,Computer,1,19,1,6,2,3,0,5,1,0
54,0,1,2ndCycle,Married,48985.0,Phone,0,14,1,1,4,3,3,5,0,0
71,1,1,Graduate,Married,40689.0,Computer,1,28,3,7,8,3,1,7,0,0
27,0,0,Graduate,Single,53495.0,Tablet,0,31,6,21,1,4,5,6,6,1
27,1,0,Graduate,Single,59532.0,Phone,0,20,2,13,3,4,10,0,0,1
23,1,0,Undergraduate,Single,9949.0,Laptop,1,48,6,27,1,2,2,6,16,1
69,1,1,Graduate,Married,39722.0,Phone,1,20,3,2,5,1,2,4,0,0
23,1,0,Undergraduate,Single,27056.0,Laptop,1,4,2,1,9,0,0,2,5,0
59,1,1,PhD,Married,66313.0,Laptop,0,14,4,6,5,6,7,3,7,0
55,0,2,Graduate,Single,25930.0,Laptop,0,3,1,1,5,1,2,3,13,0
64,1,1,PhD,Widow,80995.0,Laptop,0,3,1,8,2,4,2,0,11,0
60,0,0,2ndCycle,Married,82122.0,Laptop,2,30,5,3,1,3,0,2,2,0
16,0,0,Undergraduate,Single,23614.0,Phone,0,44,4,1,2,2,2,1,1,1
47,1,2,Graduate,Single,55801.0,Phone,0,28,3,7,3,2,1,1,4,0
58,1,2,Graduate,Married,49096.0,Laptop,1,17,2,4,1,1,0,1,5,0
51,0,0,PhD,Divorced,86979.0,Tablet,2,32,6,5,2,3,2,7,5,1
26,1,2,Graduate,Married,58415.0,Tablet,2,32,4,7,1,8,5,7,4,1
53,0,1,PhD,Married,53374.0,Laptop,0,21,2,4,1,0,4,0,0,1
58,1,2,2ndCycle,Single,46805.0,Phone,2,21,2,1,5,2,0,2,0,0
68,0,1,PhD,Married,70421.0,Computer,1,22,5,10,3,4,6,4,4,0
43,0,0,Master,Married,24401.0,Tablet,0,4,2,6,1,1,4,0,5,0
48,0,1,PhD,Single,30899.0,Phone,0,12,2,1,0,4,5,0,11,0
69,1,2,PhD,Divorced,36957.0,Laptop,2,36,5,3,6,2,4,0,2,1
66,0,1,Graduate,Single,46998.0,Computer,1,29,5,5,4,2,3,3,1,0
29,1,2,Graduate,Married,57117.0,Laptop,2,15,4,10,2,8,3,3,1,1
37,1,0,Graduate,Married,70951.0,Computer,0,22,5,3,1,1,4,3,1,0
42,1,2,Graduate,Married,44964.0,Phone,0,4,2,1,3,1,3,1,13,0
46,1,1,Graduate,Married,54058.0,Tablet,1,4,2,4,4,1,7,2,9,0
22,0,0,Undergraduate,Single,15630.0,Phone,2,15,1,20,2,3,2,5,6,1
51,0,1,Graduate,Single,10245.0,Tablet,0,17,4,1,1,5,4,6,1,0
64,1,0,PhD,Married,65488.0,Computer,0,5,1,3,2,2,3,0,3,0
53,1,2,2ndCycle,Married,46831.0,Laptop,0,4,1,1,5,1,3,6,5,0
23,1,0,Undergraduate,Single,24274.0,Phone,1,42,3,8,3,0,3,2,4,1
75,1,0,Master,Married,77632.0,Phone,2,15,2,4,4,1,3,9,6,1
38,1,1,Graduate,Married,40059.0,Tablet,2,14,3,6,1,0,1,3,4,0
79,1,0,PhD,Married,75865.0,Computer,0,3,2,3,1,3,8,4,5,0
57,1,1,Master,Single,55250.0,Laptop,0,27,3,7,1,1,6,1,7,0
47,0,1,Graduate,Married,51948.0,Computer,0,9,1,5,1,4,7,7,8,0
50,1,2,PhD,Single,38578.0,Tablet,2,30,6,3,1,0,8,8,6,0
52,1,1,Graduate,Married,69016.0,Laptop,0,20,2,8,2,8,0,4,4,0
17,1,0,Undergraduate,Single,29385.0,Computer,0,18,4,24,2,2,3,0,2,1
46,1,1,Graduate,Divorced,40780.0,Laptop,2,26,5,7,5,5,0,0,0,0
57,0,1,Graduate,Married,52117.0,Computer,0,21,5,5,2,5,4,5,3,0
78,0,0,PhD,Divorced,55614.0,Tablet,0,30,6,9,0,0,2,3,14,0
19,1,0,Undergraduate,Single,23390.0,Laptop,2,14,1,14,1,0,2,2,3,0
41,1,1,PhD,Married,58293.0,Computer,0,24,4,5,0,2,6,4,3,0
17,1,0,Undergraduate,Single,18468.0,Tablet,0,14,2,15,2,2,4,1,2,1
46,0,1,Graduate,Married,13624.0,Laptop,2,15,4,2,2,0,2,6,14,0
52,0,2,2ndCycle,Divorced,25959.0,Phone,2,23,5,1,4,3,0,0,3,1
71,0,2,Graduate,Married,34838.0,Computer,2,12,2,2,3,1,5,4,10,0
71,1,0,Graduate,Married,94642.0,Tablet,2,22,5,5,2,2,0,3,1,0
61,0,2,Graduate,Married,36443.0,Phone,1,8,1,3,7,0,2,6,3,0
74,0,0,PhD,Married,83837.0,Tablet,0,24,3,9,3,0,1,1,3,1
32,1,1,Graduate,Married,35765.0,Tablet,2,20,2,2,4,9,4,1,7,0
48,0,1,PhD,Married,34596.0,Computer,0,19,1,1,5,9,2,3,6,0
39,0,0,PhD,Married,70123.0,Computer,0,10,2,5,0,2,1,3,8,0
50,0,1,2ndCycle,Married,24884.0,Phone,2,21,3,0,3,2,3,0,0,0
54,1,1,Master,Single,50014.0,Tablet,1,24,5,4,4,4,6,2,16,0
66,0,1,2ndCycle,Married,53230.0,Laptop,2,7,2,5,5,3,3,4,3,0
47,1,1,2ndCycle,Married,57036.0,Tablet,2,10,2,6,2,3,1,5,8,0
50,0,1,Graduate,Single,24762.0,Tablet,0,24,2,3,10,5,6,2,9,1
49,0,1,Graduate,Married,22682.0,Laptop,2,6,2,2,1,1,1,2,7,0
35,0,0,Graduate,Married,67605.0,Laptop,2,12,1,2,0,3,5,8,9,0
64,1,0,2ndCycle,Married,26490.0,Laptop,1,20,5,3,7,3,4,4,0,0
35,0,1,Graduate,Single,29236.0,Tablet,2,21,2,4,5,1,2,0,4,0
62,1,1,PhD,Divorced,50611.0,Phone,2,10,2,4,7,7,1,2,10,1
54,0,1,Master,Divorced,41335.0,Computer,0,12,4,4,2,2,7,4,0,0
46,0,1,PhD,Married,49544.0,Tablet,2,25,4,5,3,3,6,0,3,0
53,1,1,Master,Married,65176.0,Computer,0,18,4,9,3,1,5,6,1,0
67,0,1,2ndCycle,Divorced,41769.0,Computer,0,10,3,8,0,9,0,2,9,0
68,1,1,Master,Married,45736.0,Laptop,0,21,5,7,1,4,5,1,1,0
53,1,1,PhD,Married,55212.0,Computer,0,19,2,4,7,8,4,6,0,0
35,0,0,PhD,Single,95169.0,Tablet,0,42,3,4,0,1,2,4,5,1
54,0,2,Graduate,Married,41120.0,Phone,2,17,2,2,6,2,1,2,0,0
33,0,0,PhD,Single,33996.0,Computer,2,27,2,1,1,0,3,5,0,0
45,0,1,Graduate,Single,56628.0,Computer,2,6,1,7,2,0,2,4,17,0
66,1,2,Master,Married,34941.0,Computer,1,10,3,3,3,7,3,3,7,0
50,0,1,Graduate,Single,21359.0,Phone,2,33,3,2,0,11,1,1,0,1
46,1,1,Graduate,Divorced,12571.0,Computer,1,7,1,3,7,4,4,4,1,0
47,0,1,PhD,Married,56559.0,Laptop,1,18,3,4,1,1,3,1,4,0
48,1,0,Master,Married,63206.0,Phone,2,27,2,4,3,1,8,2,10,0
46,0,0,2ndCycle,Single,79689.0,Laptop,2,5,1,4,1,3,2,2,1,0
59,0,1,Graduate,Single,34377.0,Computer,2,27,3,2,4,3,2,0,8,0
52,0,1,PhD,Married,65968.0,Laptop,0,17,2,5,2,2,3,2,4,0
40,1,0,PhD,Married,70038.0,Tablet,1,12,1,4,3,4,0,1,1,0
39,1,1,PhD,Married,21840.0,Tablet,1,12,2,1,6,1,3,7,5,0
44,1,1,2ndCycle,Single,36975.0,Phone,0,26,2,1,1,0,1,1,12,0
44,1,1,2ndCycle,Divorced,21282.0,Computer,0,13,2,2,1,1,0,4,7,0
67,1,1,Graduate,Married,67225.0,Computer,0,15,1,7,2,0,3,0,1,0
36,0,0,PhD,Single,69867.0,Tablet,0,8,2,3,0,6,9,5,9,1
30,0,0,Master,Single,92859.0,Laptop,2,24,5,5,0,3,2,0,8,0
19,1,0,Undergraduate,Single,15300.0,Phone,0,36,6,9,1,5,1,1,2,1
70,1,1,Graduate,Single,62307.0,Tablet,0,21,3,4,1,2,2,0,7,0
30,1,2,Graduate,Married,54099.0,Laptop,0,18,4,12,0,1,1,0,6,0
52,0,1,Graduate,Single,67384.0,Laptop,0,17,2,7,3,0,6,3,7,0
63,0,0,Graduate,Married,18690.0,Tablet,0,28,2,1,0,2,1,3,15,0
72,0,0,Graduate,Married,80763.0,Phone,2,46,4,5,1,7,1,3,2,1
33,1,1,2ndCycle,Married,10404.0,Tablet,0,24,2,1,3,2,3,1,2,0
23,1,0,Undergraduate,Single,8852.0,Laptop,0,38,6,7,2,4,3,1,14,1
53,0,0,Graduate,Married,72460.0,Tablet,0,16,2,3,1,5,5,3,16,0
71,1,0,PhD,Married,78939.0,Laptop,1,3,1,8,7,8,3,1,9,0
46,1,1,PhD,Married,68397.0,Laptop,0,16,3,6,3,5,0,0,4,0
56,1,1,Master,Single,43456.0,Phone,2,23,4,5,1,0,2,1,17,0
55,1,0,PhD,Married,62981.0,Computer,0,30,6,4,2,0,3,3,9,0
21,1,0,Undergraduate,Single,16301.0,Computer,2,27,5,14,6,1,1,0,4,0
77,0,0,Graduate,Widow,63285.0,Computer,2,14,2,6,0,2,3,6,4,0
46,1,2,PhD,Married,16927.0,Laptop,0,26,3,3,4,2,1,4,1,0
20,0,0,Undergraduate,Single,29852.0,Laptop,2,38,6,14,5,1,0,0,0,1
34,1,1,Graduate,Married,41883.0,Computer,1,8,1,4,1,0,3,2,2,0
60,0,1,Graduate,Married,62568.0,Laptop,0,11,2,5,1,6,1,0,11,0
20,1,0,Undergraduate,Single,8684.0,Computer,2,21,4,11,3,0,7,0,5,1
17,1,0,Undergraduate,Single,13215.0,Laptop,1,3,2,6,2,1,1,0,8,0
30,0,0,Graduate,Single,43156.0,Phone,0,13,1,15,2,5,5,0,4,0
52,1,0,Graduate,Married,72940.0,Computer,2,20,3,3,0,4,5,2,3,0
46,1,1,Graduate,Divorced,31615.0,Phone,0,15,4,2,3,6,2,0,0,0
57,1,0,Graduate,Married,81168.0,Tablet,2,30,3,6,5,0,1,2,6,0
56,0,0,PhD,Single,69759.0,Phone,2,41,3,4,4,4,3,2,2,1
68,0,1,PhD,Married,65324.0,Computer,0,4,1,6,4,0,0,3,2,0
53,0,1,Master,Married,41021.0,Phone,1,46,5,2,0,3,12,6,4,1
23,1,0,Undergraduate,Single,5140.0,Computer,0,5,2,6,3,0,7,1,6,0
51,0,2,Graduate,Divorced,44421.0,Computer,2,24,2,5,8,5,3,4,3,0
29,0,0,Graduate,Single,72354.0,Computer,2,21,3,2,2,1,1,3,10,0
73,1,0,2ndCycle,Widow,74859.0,Laptop,1,26,3,6,0,5,1,5,1,0
34,0,1,Graduate,Single,27938.0,Phone,2,26,5,1,1,0,4,2,1,0
20,1,0,Undergraduate,Single,27213.0,Tablet,2,32,6,8,8,7,2,1,1,1
46,1,1,Master,Married,34529.0,Tablet,1,19,3,2,3,1,2,0,3,0
46,1,0,Graduate,Single,20180.0,Phone,0,15,2,2,6,1,3,4,1,0
64,0,0,Graduate,Single,68281.0,Phone,0,44,3,2,9,3,2,8,0,1
51,1,2,2ndCycle,Married,26850.0,Phone,1,9,2,2,2,1,8,1,13,0
55,0,2,PhD,Married,56575.0,Tablet,0,26,5,7,2,2,6,7,5,0
17,1,0,Undergraduate,Single,26172.0,Computer,1,5,1,16,4,3,1,5,7,1
64,0,0,2ndCycle,Married,26490.0,Laptop,1,5,1,3,0,3,3,3,10,0
34,1,0,Graduate,Married,87679.0,Tablet,1,11,4,7,1,3,7,6,6,1
51,0,1,Master,Married,35178.0,Tablet,1,12,1,1,2,7,7,5,0,1
52,0,0,Master,Single,75345.0,Tablet,0,7,1,5,2,6,2,0,9,1
63,1,1,Graduate,Married,87771.0,Phone,2,36,2,5,3,0,2,3,1,1
25,1,0,Undergraduate,Single,26276.0,Phone,0,21,2,12,5,3,0,5,2,0
68,1,0,Graduate,Married,80067.0,Laptop,0,11,4,4,5,3,3,2,3,0
53,0,0,Graduate,Married,74918.0,Computer,0,15,1,5,6,5,2,0,2,0
67,0,1,Graduate,Married,76998.0,Computer,1,21,5,11,2,1,2,1,2,0
70,0,2,Master,Married,43776.0,Tablet,0,44,4,5,0,3,4,1,4,1
70,0,1,Master,Married,55951.0,Laptop,0,4,2,3,7,0,1,6,2,0
71,1,2,Graduate,Married,53790.0,Laptop,0,24,5,7,3,3,1,1,15,0
34,1,0,Graduate,Single,66951.0,Computer,0,10,4,3,1,4,0,4,11,0
64,1,1,Master,Single,75154.0,Phone,2,5,1,6,2,2,1,3,12,1
44,0,2,Graduate,Married,28442.0,Computer,2,30,3,2,0,0,3,1,2,0
49,1,1,Graduate,Married,27803.0,Tablet,1,20,5,3,5,2,4,2,1,0
45,1,1,Master,Single,36273.0,Computer,0,14,1,3,6,4,0,4,13,0
71,1,2,Master,Single,49389.0,Laptop,2,15,4,2,0,8,4,0,0,0
72,1,1,PhD,Married,59292.0,Computer,1,6,2,3,0,0,2,2,4,0
20,1,0,Undergraduate,Single,12672.0,Tablet,0,14,2,20,4,4,0,1,0,1
67,1,1,Graduate,Married,38946.0,Phone,0,28,3,3,1,2,0,1,0,0
51,0,1,Graduate,Married,71819.0,Computer,2,30,4,3,3,0,3,1,4,0
73,1,2,PhD,Divorced,35946.0,Computer,1,26,2,0,1,4,4,1,4,0
30,1,2,Graduate,Married,41509.0,Phone,0,13,3,8,1,1,4,2,2,1
30,0,2,Graduate,Married,50022.0,Tablet,0,23,5,8,0,2,1,3,3,1
52,0,0,2ndCycle,Divorced,65706.0,Phone,2,49,3,11,2,3,3,1,9,1
28,1,0,Graduate,Married,80685.0,Computer,2,10,4,6,1,5,0,0,3,0
67,0,1,Master,Married,52750.0,Phone,2,26,2,5,4,4,4,1,12,0
51,0,2,PhD,Married,60585.0,Phone,1,26,5,7,0,6,4,2,0,1
47,0,1,2ndCycle,Married,46772.0,Computer,2,10,1,11,0,1,2,6,0,0
27,1,0,Graduate,Single,43564.0,Phone,0,21,2,4,2,3,2,3,3,1
44,0,0,2ndCycle,Married,52513.0,Tablet,1,3,2,9,3,1,4,3,0,0
46,0,1,Graduate,Single,37697.0,Computer,2,11,3,2,3,6,1,4,2,0
22,0,0,Undergraduate,Single,7373.0,Computer,1,42,7,12,2,0,6,0,5,1
54,1,1,Master,Divorced,41335.0,Computer,1,7,1,4,1,1,1,1,0,0
37,0,2,Master,Married,19510.0,Computer,2,8,2,1,4,0,5,4,3,0
57,1,0,2ndCycle,Married,70924.0,Phone,0,30,2,6,8,1,5,4,1,0
69,1,3,PhD,Single,51411.0,Computer,1,18,4,0,2,4,2,5,3,0
59,1,0,2ndCycle,Married,32632.0,Computer,2,25,4,4,1,6,1,2,2,0
53,1,2,Master,Married,42169.0,Tablet,0,21,5,1,5,3,6,5,3,0
67,1,1,Graduate,Married,53863.0,Computer,1,17,3,7,6,3,0,5,6,0
49,0,1,PhD,Married,20427.0,Tablet,1,26,5,1,1,1,0,2,7,0
46,0,2,Graduate,Married,53359.0,Laptop,1,6,1,5,0,3,0,6,2,0
61,1,1,PhD,Married,54456.0,Phone,0,22,4,6,0,7,5,3,3,0
50,0,1,Graduate,Married,59868.0,Computer,1,11,3,11,9,3,1,3,17,0
72,1,1,Master,Divorced,63120.0,Phone,1,29,4,8,3,5,5,0,6,1
44,1,1,Graduate,Divorced,41986.0,Phone,1,15,3,3,3,7,0,3,15,0
46,1,1,PhD,Divorced,70179.0,Laptop,1,12,2,7,2,1,4,5,5,0
40,1,1,Master,Married,21059.0,Tablet,1,27,3,3,3,0,0,5,1,0
17,1,0,Undergraduate,Single,17208.0,Laptop,0,3,2,5,5,3,1,2,8,0
35,0,1,Basic,Single,21063.0,Computer,2,18,2,2,0,3,1,2,5,0
43,1,1,Graduate,Single,61825.0,Tablet,2,29,3,4,3,3,4,3,12,0
56,0,0,Graduate,Married,82427.0,Tablet,0,30,2,3,1,1,5,4,2,0
36,1,0,2ndCycle,Single,80910.0,Tablet,2,9,1,3,6,3,0,6,10,0
37,0,1,Master,Married,40101.0,Computer,2,29,4,6,2,0,1,4,9,0
39,1,1,Master,Married,27100.0,Computer,2,14,1,1,3,2,6,0,1,0
34,1,1,Graduate,Married,24645.0,Laptop,2,4,2,1,4,1,2,0,3,0
67,0,0,PhD,Single,49667.0,Laptop,2,19,2,5,2,0,0,8,9,1
61,1,0,Basic,Married,28249.0,Computer,0,28,4,2,1,0,0,3,6,0
39,0,1,Graduate,Married,28359.0,Phone,2,24,5,1,2,3,3,2,15,0
44,1,2,Graduate,Married,57113.0,Laptop,0,28,2,4,1,1,0,5,8,0
51,1,1,PhD,Married,71969.0,Tablet,2,11,2,3,3,3,0,4,2,0
56,0,0,Graduate,Widow,79946.0,Tablet,0,14,2,5,3,0,0,5,7,0
28,1,1,Graduate,Married,42828.0,Laptop,2,3,2,4,2,2,5,1,5,0
62,1,0,Graduate,Married,79530.0,Laptop,0,7,1,4,4,3,6,0,12,0
23,1,0,Undergraduate,Single,17063.0,Computer,1,7,2,10,1,2,0,9,2,0
64,1,1,PhD,Married,78952.0,Phone,2,19,2,2,5,3,0,0,2,0
67,1,1,Graduate,Single,62535.0,Tablet,0,13,1,3,4,6,2,0,1,0
