ID,Age,Gender,ChildrenHome,Education,Marital_Status,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
320,34,0,0,Master,Married,78285,Computer,2,22,4,6,1,3,6,0,3,0
321,67,1,1,Graduation,Single,62535,Tablet,0,13,1,3,4,6,2,0,1,0
322,49,1,1,Basic,Together,27190,Computer,2,8,1,1,4,2,0,7,9,1
323,54,0,1,2n Cycle,Married,48985,Phone,0,14,1,1,4,3,3,5,0,0
324,52,1,0,Graduation,Married,72940,Computer,2,20,3,3,0,4,5,2,3,0
325,37,0,1,2n Cycle,Married,36145,Phone,0,13,2,4,4,4,7,2,4,1
326,45,1,0,Graduation,Together,157146,Computer,0,23,2,0,0,0,1,4,8,0
327,62,0,0,Master,Married,81843,Tablet,0,17,4,5,0,6,5,5,6,0
328,34,1,1,Graduation,Together,41883,Computer,1,8,1,4,1,0,3,2,2,0
329,58,0,2,PhD,Married,45759,Tablet,2,26,2,2,2,0,2,4,5,0
330,58,1,2,PhD,Married,45759,Computer,0,27,5,2,2,2,7,0,1,0
331,36,1,0,Graduation,Together,78394,Tablet,2,23,3,4,1,7,3,0,2,1
332,33,0,1,Graduation,Single,30279,Computer,2,9,2,1,3,4,4,1,5,0
333,33,0,1,Graduation,Single,30279,Computer,0,17,4,1,1,3,5,0,7,0
334,52,0,1,Graduation,Widow,31880,Computer,2,13,4,1,4,0,3,0,1,0
335,49,1,2,Graduation,Widow,60208,Tablet,2,5,2,8,4,11,3,3,10,1
336,39,0,0,Graduation,Together,78687,Tablet,2,16,4,4,0,4,4,2,1,1
337,49,0,1,PhD,Married,37401,Computer,0,10,3,2,1,8,1,2,7,0
338,49,1,1,PhD,Married,37401,Computer,2,16,2,2,9,0,0,6,17,0
339,68,1,1,Graduation,Together,75315,Phone,1,27,5,5,1,2,5,2,3,0
340,57,0,1,Graduation,Single,69263,Computer,2,28,2,9,2,1,1,4,10,0
341,76,1,0,Graduation,Married,78569,Computer,0,29,5,4,3,3,1,7,1,1
342,56,0,1,PhD,Married,57705,Computer,2,5,2,8,1,0,2,3,0,0
343,67,1,1,2n Cycle,Together,74805,Tablet,0,7,2,4,3,2,6,2,1,0
344,61,0,1,PhD,Together,66426,Computer,0,10,2,3,3,6,0,1,0,0
345,73,1,1,Master,Widow,51529,Phone,2,10,4,9,2,0,2,2,5,0
346,76,1,0,Graduation,Married,18100,Computer,2,21,2,0,8,5,3,2,1,0
347,45,1,1,2n Cycle,Divorced,59601,Computer,1,9,1,2,2,2,1,3,6,0
348,45,1,0,2n Cycle,Together,20981,Tablet,2,21,3,3,0,0,0,2,10,1
349,46,0,0,Graduation,Married,74068,Computer,2,19,3,4,1,0,4,3,3,0
350,39,1,0,Graduation,Married,36790,Tablet,1,44,4,2,0,7,6,8,3,1
351,51,1,1,Graduation,Married,18793,Computer,0,5,2,2,6,1,5,4,8,0
352,68,1,0,Graduation,Widow,27421,Computer,0,11,2,4,2,3,6,5,5,0
353,50,0,1,Graduation,Married,30675,Computer,0,8,1,1,0,5,1,3,14,0
354,48,1,0,Graduation,Together,83145,Tablet,0,15,3,5,12,1,5,3,4,1
355,54,1,1,Master,Together,34053,Computer,1,22,3,3,0,3,7,5,4,0
356,39,1,1,Master,Single,31788,Tablet,2,9,2,3,4,1,6,0,11,0
357,48,0,2,2n Cycle,Married,45894,Computer,0,29,3,1,3,3,0,2,6,0
358,44,1,1,Graduation,Divorced,41986,Phone,1,15,3,3,3,7,0,3,15,0
359,60,0,1,PhD,Married,42769,Computer,0,12,3,1,3,3,5,6,1,0
360,40,0,1,2n Cycle,Together,58582,Computer,0,8,1,9,3,4,5,1,10,0
361,58,1,2,Graduation,Married,49096,Laptop,1,17,2,4,1,1,0,1,5,0
362,42,1,0,PhD,Single,76412,Tablet,2,18,4,5,5,3,1,0,9,1
363,32,1,0,Graduation,Married,18929,Computer,2,3,1,1,1,0,1,4,4,0
364,32,0,0,Graduation,Married,18929,Tablet,0,20,3,1,2,1,3,1,0,0
365,32,1,0,Graduation,Married,18929,Computer,0,19,4,1,2,2,0,1,3,0
366,36,0,1,Master,Single,21888,Phone,2,18,4,5,0,5,13,1,8,1
367,44,1,2,Graduation,Together,41580,Laptop,1,24,5,2,4,3,2,6,3,0
368,43,0,1,PhD,Married,31605,Computer,1,27,5,2,4,0,7,0,1,0
369,48,0,1,PhD,Divorced,25509,Tablet,0,30,3,3,9,6,5,0,3,1
370,48,0,1,PhD,Divorced,25509,Phone,0,32,4,3,1,7,4,2,0,1
371,63,0,0,Master,Widow,33051,Tablet,2,49,3,9,3,4,2,4,5,1
372,56,0,2,PhD,Together,28764,Computer,1,5,1,1,0,1,2,5,12,0
373,39,1,1,2n Cycle,Married,32146,Laptop,2,22,4,2,2,5,1,1,3,0
374,39,0,0,Graduation,Single,22148,Computer,1,29,5,1,6,0,1,8,2,0
375,43,1,1,Graduation,Married,36781,Tablet,0,38,4,2,0,2,7,0,2,1
376,62,0,1,Master,Married,54197,Computer,2,21,4,1,0,3,0,0,1,0
377,52,0,0,Graduation,Single,93790,Tablet,1,10,1,6,4,5,13,1,7,1
378,50,0,1,Graduation,Single,24762,Tablet,0,24,2,3,10,5,6,2,9,1
379,38,0,1,Master,Married,30477,Laptop,2,20,3,1,2,2,2,2,1,0
380,47,1,0,2n Cycle,Divorced,11448,Computer,1,10,3,1,0,7,7,1,17,0
381,55,1,2,Graduation,Divorced,70844,Phone,1,8,1,6,5,1,5,3,11,0
382,42,1,1,Graduation,Single,30828,Computer,2,21,4,1,7,5,3,2,3,0
383,55,0,1,Master,Together,62513,Laptop,0,18,4,6,0,5,2,1,6,0
384,41,0,1,2n Cycle,Married,27733,Tablet,0,9,1,2,7,4,6,0,0,0
385,49,1,1,PhD,Together,39435,Computer,1,17,2,3,1,7,2,4,8,0
386,52,0,0,Master,Single,75345,Tablet,0,7,1,5,2,6,2,0,9,1
387,36,1,0,2n Cycle,Together,20491,Computer,1,27,3,0,0,5,2,4,17,0
388,51,1,1,Graduation,Married,36715,Tablet,1,7,1,7,1,3,4,0,1,1
389,63,1,1,Graduation,Together,71706,Phone,2,16,3,9,3,3,0,0,0,0
390,56,1,1,PhD,Married,69063,Computer,0,14,3,5,3,1,0,2,1,0
391,34,1,1,Graduation,Married,24645,Laptop,2,4,2,1,4,1,2,0,3,0
392,47,0,1,Graduation,Married,35797,Computer,0,12,2,2,2,3,3,3,2,0
393,53,1,2,Graduation,Married,44078,Computer,0,4,2,2,2,2,3,7,4,0
394,51,0,1,Graduation,Single,26954,Computer,0,27,4,1,3,8,2,5,5,0
395,50,0,1,PhD,Together,,Tablet,0,10,3,1,5,7,6,2,0,0
396,50,1,1,PhD,Together,38887,Phone,2,11,1,1,4,2,0,5,4,0
397,48,1,1,2n Cycle,Married,65463,Computer,2,25,3,6,5,3,1,0,5,0
398,63,0,2,PhD,Together,53537,Computer,2,18,2,2,5,0,2,1,4,0
399,51,1,1,Master,Single,36230,Computer,1,15,2,2,1,2,4,0,11,0
400,72,0,0,Graduation,Married,80763,Phone,2,46,4,5,1,7,1,3,2,1
401,51,0,2,PhD,Married,60585,Phone,1,26,5,7,0,6,4,2,0,1
402,48,1,1,Graduation,Single,49166,Tablet,2,17,1,5,1,2,2,2,4,0
403,67,1,0,PhD,Together,75261,Phone,0,48,6,5,2,2,2,1,1,1
404,31,0,0,Graduation,Together,89891,Tablet,2,23,2,11,5,1,3,1,17,0
405,60,1,1,Master,Married,72828,Laptop,1,17,3,6,2,3,2,7,6,0
406,70,1,0,Graduation,Together,75278,Phone,0,12,3,6,1,0,1,6,1,0
407,44,1,1,Graduation,Single,38557,Tablet,2,20,2,3,1,2,0,0,9,0
408,59,1,1,PhD,Married,81300,Phone,2,15,2,10,4,1,2,8,7,1
409,57,0,1,2n Cycle,Divorced,60161,Tablet,1,12,3,11,1,2,0,4,6,0
410,45,1,1,PhD,Married,69389,Tablet,1,22,4,7,2,0,1,0,13,0
411,68,1,1,Graduation,Divorced,64497,Phone,1,13,3,11,8,0,6,1,2,1
412,42,0,1,Graduation,Married,61014,Tablet,2,19,1,9,5,2,2,1,7,0
413,47,1,2,Master,Married,44319,Tablet,1,4,1,2,2,1,3,4,4,0
414,65,1,1,2n Cycle,Married,53233,Tablet,2,14,4,1,3,2,0,1,7,0
415,68,0,0,Graduation,Together,77972,Tablet,0,11,2,4,5,3,1,4,8,0
416,35,0,0,Graduation,Divorced,81361,Tablet,2,9,2,3,3,4,4,1,4,0
417,35,0,0,Graduation,Divorced,81361,Phone,2,26,3,3,9,2,2,2,0,1
418,38,0,1,Basic,Single,25707,Tablet,2,14,1,1,6,3,2,2,4,0
419,51,1,1,PhD,Married,42403,Tablet,0,19,1,1,3,2,2,4,4,0
420,50,1,0,2n Cycle,Single,65704,Tablet,1,28,5,2,4,5,7,4,13,0
421,42,1,1,Graduation,Married,37406,Phone,0,46,5,1,0,0,11,7,6,1
422,71,0,0,Master,Together,39767,Tablet,2,29,5,7,7,0,0,2,8,0
423,43,1,1,2n Cycle,Married,54210,Tablet,2,22,5,4,7,0,1,0,6,0
424,55,0,0,Graduation,Divorced,57136,Phone,1,50,4,7,7,0,0,2,4,1
425,47,0,1,Graduation,Married,40794,Tablet,1,6,1,6,2,1,3,4,2,0
426,57,0,0,Graduation,Together,83003,Phone,1,7,1,7,10,5,0,2,1,1
427,62,0,0,Master,Married,89058,Tablet,2,21,3,5,4,2,5,4,11,0
428,31,0,0,2n Cycle,Together,20193,Tablet,1,5,2,1,1,0,5,3,0,0
429,48,1,0,Graduation,Married,72099,Tablet,2,19,3,3,3,1,2,1,5,0
430,51,1,2,Graduation,Married,43824,Tablet,2,10,1,3,1,1,0,4,10,0
431,47,1,2,Graduation,Together,66653,Tablet,2,14,4,4,9,1,2,2,16,0
432,44,0,2,Graduation,Married,44359,Tablet,0,4,1,2,0,1,4,5,1,0
433,61,1,0,Graduation,Married,79410,Tablet,0,16,3,3,4,3,4,0,2,0
434,45,1,1,Master,Married,55842,Tablet,1,16,3,7,0,1,0,1,0,0
435,56,0,0,Graduation,Widow,79946,Tablet,0,14,2,5,3,0,0,5,7,0
436,43,0,1,2n Cycle,Single,88194,Phone,2,18,2,11,0,3,9,1,1,1
437,78,0,0,Master,Married,80184,Tablet,1,23,2,6,4,2,0,1,3,0
438,55,1,0,Graduation,Divorced,76982,Phone,1,21,2,8,4,5,5,9,2,1
439,42,0,0,PhD,Single,65295,Tablet,1,11,1,3,3,1,3,2,7,0
440,49,1,0,Graduation,Together,57100,Tablet,0,13,4,3,1,2,3,0,12,0
441,41,0,1,Graduation,Married,29009,Laptop,0,18,1,2,0,5,1,0,9,0
442,51,1,0,PhD,Married,78931,Tablet,1,21,3,2,0,0,0,7,4,0
443,47,0,1,Master,Married,7500,Tablet,0,8,1,2,2,1,3,1,0,0
444,46,0,1,Graduation,Married,56939,Tablet,1,14,3,3,3,0,2,1,6,0
445,32,1,0,Graduation,Single,64509,Phone,2,22,5,6,6,4,3,0,16,1
446,32,1,0,Graduation,Married,30093,Tablet,2,15,2,2,5,4,1,1,6,0
447,48,1,1,PhD,Together,30351,Phone,1,33,3,3,6,2,5,2,4,1
448,48,1,1,PhD,Together,30351,Tablet,2,16,1,3,0,0,2,3,10,0
449,62,1,1,PhD,Together,38201,Tablet,0,18,3,5,3,0,2,7,10,0
450,36,0,1,Graduation,Single,,Tablet,2,26,4,27,2,3,0,0,1,0
451,42,1,1,PhD,Married,43974,Tablet,0,21,2,6,3,3,3,2,5,0
452,52,0,2,Graduation,Together,38200,Tablet,2,18,2,1,3,1,1,2,0,0
453,62,1,0,2n Cycle,Divorced,87305,Phone,0,39,5,5,2,2,2,5,11,1
454,61,1,2,Graduation,Married,16860,Tablet,0,13,1,1,0,7,8,1,7,0
455,50,1,1,PhD,Single,27213,Phone,0,44,6,2,1,5,0,2,3,1
456,46,0,1,Graduation,Married,7500,Phone,2,38,6,4,8,1,1,5,6,1
457,57,0,0,Graduation,Divorced,4861,Tablet,2,9,1,0,0,8,3,0,5,0
458,51,1,2,Master,Married,38196,Tablet,0,23,4,2,6,1,1,2,0,0
459,72,0,2,PhD,Married,41145,Tablet,1,3,1,0,2,8,1,1,4,0
460,40,0,1,PhD,Single,38513,Phone,0,17,1,6,10,0,0,6,8,1
461,54,1,1,Graduation,Married,45688,Tablet,2,4,2,3,7,2,3,0,4,0
462,64,0,0,PhD,Together,77863,Tablet,1,26,3,4,3,5,2,5,4,0
463,53,1,2,Master,Married,42169,Tablet,0,21,5,1,5,3,6,5,3,0
464,58,0,1,Graduation,Single,45906,Computer,1,16,2,5,3,2,1,4,0,0
465,34,0,1,2n Cycle,Divorced,35388,Tablet,0,7,2,1,2,7,2,1,2,0
466,53,1,0,Graduation,Married,80952,Phone,1,19,3,8,6,0,5,4,5,1
467,68,1,1,Graduation,Together,39898,Tablet,0,20,5,3,1,3,3,1,12,0
468,68,1,1,Graduation,Together,39898,Tablet,1,26,3,3,6,1,2,1,0,0
469,49,1,2,Master,Divorced,44051,Phone,2,24,2,3,5,8,4,3,3,1
470,68,0,0,Graduation,Married,86718,Tablet,1,20,5,5,6,2,1,4,3,0
471,36,0,0,Master,Married,80141,Phone,1,18,4,7,1,2,0,1,1,1
472,46,0,2,Graduation,Married,58597,Phone,0,12,4,7,1,4,4,2,1,0
473,77,1,0,PhD,Married,70356,Tablet,0,20,4,10,8,0,0,0,3,0
474,55,0,2,Graduation,Single,46904,Phone,0,21,2,5,2,5,1,0,10,0
475,76,1,0,Graduation,Together,37760,Tablet,2,23,3,4,2,1,1,1,8,0
476,76,1,0,Graduation,Together,37760,Laptop,0,11,2,4,4,1,2,6,13,0
477,58,0,0,Graduation,Single,61839,Tablet,0,22,2,4,1,0,1,0,0,0
478,50,0,1,PhD,Married,29791,Tablet,2,25,4,2,4,1,4,1,0,0
479,59,1,2,PhD,Single,48918,Tablet,1,5,2,1,2,0,4,3,4,0
480,59,0,2,PhD,Single,48918,Computer,0,10,4,1,0,2,6,7,1,0
481,57,1,1,Graduation,Married,58692,Tablet,2,10,2,8,1,3,0,0,5,0
482,46,1,2,Graduation,Married,39356,Computer,0,5,2,1,1,3,3,4,8,0
483,50,0,1,Master,Married,76234,Tablet,1,28,4,8,1,4,4,1,6,0
484,38,1,1,Graduation,Married,55434,Laptop,2,18,4,5,4,3,2,5,5,0
485,76,0,0,Master,Married,66835,Computer,1,26,4,6,7,2,0,0,0,0
486,76,0,0,Master,Married,66835,Tablet,0,17,3,6,2,3,4,2,1,0
487,71,0,1,Graduation,Married,71965,Tablet,2,29,5,6,3,8,2,3,3,0
488,51,1,0,Graduation,Together,74538,Phone,0,9,1,8,4,2,5,3,2,1
489,68,0,1,Graduation,Divorced,50002,Phone,1,20,5,8,7,1,1,1,1,0
490,64,0,1,Graduation,Together,53977,Tablet,0,8,2,5,6,8,7,2,0,0
491,64,1,1,Graduation,Together,53977,Computer,2,12,2,5,9,2,8,7,0,0
492,51,1,0,Graduation,Together,69930,Computer,1,3,1,4,4,3,4,4,0,0
493,55,1,0,PhD,Together,62981,Computer,0,30,6,4,2,0,3,3,9,0
494,48,0,2,Master,Together,46014,Tablet,1,7,1,7,2,6,3,0,10,0
495,35,0,1,Graduation,Together,18227,Laptop,2,9,2,0,0,9,6,1,6,0
496,46,0,1,Graduation,Married,65991,Tablet,1,6,2,9,1,6,1,2,0,0
497,50,0,1,Graduation,Single,38808,Phone,0,20,2,5,2,6,1,6,3,1
498,40,0,0,PhD,Married,160803,Tablet,1,28,5,0,5,3,3,1,1,0
499,44,1,1,Master,Married,43783,Tablet,0,7,2,7,3,3,3,2,12,0
500,53,1,1,PhD,Married,30396,Phone,2,46,6,1,2,3,2,5,0,1
501,58,0,1,PhD,Married,65526,Computer,0,28,3,4,3,9,1,1,3,0
502,58,1,1,PhD,Married,65526,Computer,0,4,2,4,4,3,2,0,11,0
503,78,1,0,Graduation,Married,55956,Laptop,2,26,5,7,0,0,2,0,3,0
504,44,1,1,Graduation,Divorced,55563,Tablet,0,28,5,2,0,2,5,5,0,0
505,57,0,2,PhD,Married,57236,Laptop,1,22,2,2,6,1,2,4,10,0
506,49,1,2,Graduation,Divorced,89694,Tablet,0,8,2,4,1,5,1,0,4,0
507,51,0,1,Master,Together,57420,Laptop,1,17,1,5,3,2,0,5,11,0
508,50,1,2,Graduation,Married,33622,Computer,1,22,2,2,1,0,2,5,16,0
509,36,1,1,PhD,Single,29999,Computer,0,21,4,3,1,3,3,3,5,0
510,60,1,1,PhD,Together,31497,Tablet,1,13,3,3,6,0,2,0,0,0
511,60,0,1,PhD,Together,31497,Phone,2,3,2,3,2,3,6,0,14,0
512,42,1,1,PhD,Single,36802,Phone,2,19,1,1,2,0,6,0,5,0
513,54,0,1,Graduation,Divorced,61671,Computer,2,15,4,10,5,2,8,7,7,0
514,129,0,1,2n Cycle,Single,60182,Computer,0,13,3,1,2,2,2,6,4,0
515,51,1,1,PhD,Together,29732,Laptop,2,5,2,2,4,5,3,1,3,0
516,36,1,0,PhD,Married,45921,Computer,2,11,4,2,1,0,3,0,8,0
517,38,0,1,Graduation,Together,16529,Laptop,2,13,3,1,0,4,0,2,3,0
518,62,0,0,Master,Single,98777,Computer,1,24,2,4,6,3,4,2,3,0
519,62,0,0,Master,Single,98777,Phone,0,28,3,4,0,2,1,1,10,0
520,70,1,1,Master,Married,77027,Laptop,2,14,4,8,2,3,1,3,1,0
521,57,0,1,Graduation,Married,69139,Phone,0,17,1,4,7,0,2,1,4,0
522,57,0,1,Graduation,Married,69139,Phone,1,7,1,4,5,7,2,0,5,0
523,40,0,0,Graduation,Married,65169,Laptop,2,48,5,10,2,4,3,4,15,1
524,70,0,1,Graduation,Widow,40049,Computer,2,27,4,1,2,0,0,0,2,0
525,77,1,0,Graduation,Married,69755,Laptop,2,6,2,3,0,2,3,1,8,0
526,61,1,1,PhD,Married,,Laptop,2,4,1,6,9,4,2,5,4,0
527,61,1,1,PhD,Married,54456,Phone,0,22,4,6,0,7,5,3,3,0
528,45,1,1,Graduation,Together,666666,Laptop,2,28,2,3,1,2,1,6,0,0
529,71,1,1,Graduation,Single,60689,Tablet,0,7,1,4,4,3,2,8,3,0
530,44,0,1,Basic,Single,26487,Laptop,2,27,5,2,2,7,0,8,6,0
531,52,0,1,Graduation,Married,28164,Computer,1,9,1,2,0,1,1,0,10,0
532,52,1,0,Graduation,Single,22585,Laptop,2,41,4,1,1,1,2,1,15,1
533,51,0,1,Graduation,Married,64795,Computer,2,8,1,3,0,0,4,1,2,0
534,35,0,0,PhD,Single,42000,Laptop,1,34,2,5,9,8,8,1,10,1
535,35,0,0,PhD,Single,42000,Laptop,1,27,4,5,7,4,8,4,9,1
536,56,0,1,Graduation,Together,70713,Computer,0,14,4,5,7,5,2,0,10,0
537,76,1,0,PhD,Single,82800,Laptop,2,33,2,7,4,3,8,2,4,1
538,76,0,0,PhD,Single,82800,Laptop,0,9,1,7,4,2,5,2,10,1
539,47,1,1,Basic,Married,30801,Computer,0,8,1,1,5,5,4,3,3,0
540,48,1,1,Master,Married,83891,Laptop,1,17,2,4,3,1,2,1,5,0
541,72,1,2,Master,Divorced,38054,Phone,2,20,5,2,2,2,2,2,3,0
542,53,0,1,Graduation,Married,14045,Computer,2,16,4,1,1,0,0,5,3,0
543,65,1,2,PhD,Married,44155,Tablet,2,11,3,1,1,2,4,1,8,0
544,52,1,1,PhD,Single,57642,Computer,0,19,3,7,1,5,2,2,3,0
545,45,1,2,Graduation,Married,31353,Computer,1,17,2,1,1,1,2,4,9,0
546,45,1,2,Graduation,Married,31353,Laptop,0,23,3,1,0,1,2,1,10,1
547,54,1,1,Master,Divorced,41335,Computer,1,7,1,4,1,1,1,1,0,0
548,54,0,1,Master,Divorced,41335,Computer,0,12,4,4,2,2,7,4,0,0
549,65,1,3,PhD,Single,40737,Tablet,2,18,2,1,0,4,0,0,2,0
550,47,0,1,2n Cycle,Together,19789,Computer,0,28,4,2,0,2,2,3,0,0
551,73,1,2,PhD,Divorced,35946,Computer,1,26,2,0,1,4,4,1,4,0
552,39,1,0,Master,Married,36262,Laptop,0,41,7,3,8,2,1,5,2,1
553,68,1,1,Master,Widow,44551,Computer,1,17,4,4,0,0,2,5,2,0
554,63,1,0,Graduation,Together,71367,Laptop,1,10,4,4,0,2,3,1,2,0
555,63,0,0,Graduation,Together,71367,Computer,1,22,5,4,3,4,4,1,5,0
556,63,0,1,Graduation,Together,57957,Computer,2,25,5,4,1,0,0,6,15,0
557,50,1,1,2n Cycle,Together,50334,Computer,2,18,2,7,6,2,6,0,1,0
558,73,1,1,Master,Married,48150,Phone,1,23,3,5,1,1,2,3,2,0
559,53,0,1,Graduation,Married,56796,Computer,2,8,2,8,2,0,7,3,8,0
560,53,1,1,Graduation,Married,56796,Laptop,2,17,2,8,5,0,0,5,6,0
561,59,1,1,PhD,Widow,52278,Laptop,0,40,7,10,5,4,1,1,5,1
562,59,0,1,PhD,Widow,52278,Tablet,2,15,1,10,1,5,5,2,10,0
563,26,1,0,2n Cycle,Married,7500,Laptop,1,8,1,3,1,1,2,6,8,1
564,70,1,2,Master,Married,33444,Computer,2,30,2,1,0,8,4,6,6,0
565,49,0,1,Graduation,Married,20895,Computer,2,15,4,2,6,4,2,2,11,0
566,46,1,1,Master,Together,37509,Computer,2,27,4,3,5,3,0,0,4,0
567,44,0,1,Master,Married,88097,Laptop,1,49,5,6,5,6,1,4,4,1
568,49,1,2,Graduation,Married,59041,Computer,1,29,3,2,6,4,1,2,0,0
569,48,1,0,Graduation,Single,43322,Phone,2,16,2,3,3,3,2,1,8,0
570,67,0,2,PhD,Together,46015,Phone,2,6,1,1,5,0,2,5,1,0
571,67,0,2,PhD,Together,46015,Computer,2,27,3,1,0,2,0,2,2,0
572,63,1,1,Master,Married,34242,Tablet,1,16,3,0,4,2,2,4,15,0
573,67,0,1,Graduation,Married,65210,Tablet,1,6,1,9,1,1,0,4,4,0
574,64,1,1,PhD,Widow,50520,Computer,1,18,3,3,4,0,3,3,5,0
575,52,1,0,Graduation,Married,90765,Computer,1,12,4,4,1,0,0,4,1,0
576,78,0,0,Graduation,Married,80589,Laptop,1,13,1,5,3,0,0,3,0,1
577,64,1,2,Master,Married,49572,Computer,2,9,1,2,0,8,6,3,12,0
578,44,1,0,Graduation,Together,75437,Computer,0,12,3,8,6,0,0,2,12,0
579,51,0,2,Master,Divorced,44635,Laptop,1,30,4,2,3,9,7,2,8,0
580,58,1,1,Graduation,Married,58512,Laptop,0,29,4,3,8,1,5,5,14,0
581,70,1,1,PhD,Single,62000,Computer,1,29,3,6,3,0,4,1,4,0
582,66,1,2,Graduation,Single,54252,Computer,0,21,3,4,3,1,2,3,0,0
583,48,1,1,PhD,Together,45068,Phone,2,8,2,1,1,3,1,1,3,0
584,43,1,1,Graduation,Single,60474,Tablet,0,21,5,10,1,1,3,1,1,0
585,43,0,1,Graduation,Single,60474,Computer,1,11,1,10,1,0,1,0,10,0
586,41,0,2,2n Cycle,Married,56337,Laptop,0,26,3,8,0,2,3,2,2,1
587,35,0,1,Graduation,Together,22434,Computer,0,22,5,2,7,2,0,1,2,0
588,40,1,0,Graduation,Together,61416,Computer,1,8,2,10,4,2,1,4,3,0
589,47,0,0,Master,Married,92163,Laptop,1,25,4,5,1,2,9,1,7,1
590,66,0,1,Master,Together,58656,Computer,0,27,3,7,6,2,2,2,2,0
591,49,1,1,2n Cycle,Married,,Laptop,0,15,2,3,0,2,0,3,3,0
592,36,0,1,Basic,Single,8940,Computer,2,10,1,3,4,3,2,0,3,0
593,48,1,2,Graduation,Married,26751,Tablet,2,30,5,1,1,7,1,4,8,0
594,44,0,2,Graduation,Married,71427,Computer,1,24,3,8,0,2,0,7,3,0
595,38,0,1,Graduation,Together,26646,Tablet,0,16,2,2,1,3,0,4,4,0
596,48,1,1,Graduation,Divorced,19346,Phone,2,23,3,1,8,0,4,5,4,0
597,47,1,3,Graduation,Single,56243,Tablet,1,25,5,4,2,2,1,2,6,0
598,52,1,1,PhD,Married,59892,Laptop,2,4,1,2,1,7,2,0,9,0
599,57,0,0,Graduation,Together,71613,Computer,2,15,3,8,0,6,5,4,6,0
600,36,0,1,Graduation,Married,25252,Computer,0,24,5,1,6,5,3,3,5,0
601,47,1,2,Graduation,Single,42160,Phone,0,21,3,2,3,1,6,8,10,1
602,43,0,1,Basic,Single,15862,Computer,1,18,3,1,6,5,1,3,5,0
603,48,1,0,Master,Married,82584,Phone,0,32,6,3,9,5,6,2,10,1
604,33,0,1,Graduation,Married,38360,Computer,1,5,1,2,3,0,4,6,6,0
605,65,1,3,PhD,Married,75283,Tablet,0,24,3,6,3,1,1,0,3,0
606,66,1,2,Master,Together,34941,Computer,1,10,3,3,3,7,3,3,7,0
607,70,1,1,Graduation,Single,61823,Laptop,1,8,1,8,5,6,5,0,10,0
608,66,0,0,Master,Married,90226,Laptop,0,13,2,4,2,2,7,6,7,0
609,48,0,1,Graduation,Married,44989,Laptop,1,16,1,5,0,6,2,2,7,0
610,48,1,1,Graduation,Married,44989,Computer,1,4,2,5,3,4,4,5,7,0
611,42,1,1,Graduation,Married,43586,Computer,1,27,2,3,5,5,4,3,1,0
612,48,0,1,Graduation,Single,32233,Phone,2,47,3,6,11,1,2,3,3,1
613,53,1,1,Graduation,Together,62882,Computer,1,23,3,7,2,2,0,0,6,0
614,59,1,1,Master,Together,57288,Tablet,2,6,2,8,1,1,4,1,3,0
615,41,0,1,2n Cycle,Together,75774,Computer,0,4,1,7,1,0,0,4,0,0
616,41,0,1,2n Cycle,Together,75774,Computer,0,6,1,7,3,1,0,2,6,0
617,34,0,0,Master,Single,90247,Phone,2,35,6,3,4,6,1,0,0,1
618,62,1,0,2n Cycle,Single,32218,Phone,1,13,3,2,5,3,3,0,5,1
619,34,0,0,Graduation,Married,84219,Computer,1,6,2,3,5,0,3,5,6,0
620,34,0,0,Graduation,Married,84219,Laptop,0,11,4,3,8,2,1,7,15,0
621,56,0,1,Graduation,Divorced,48877,Laptop,0,5,2,3,2,3,1,0,4,0
622,72,1,1,Graduation,Together,60905,Computer,1,23,3,3,1,3,7,1,2,0
623,58,1,1,Graduation,Married,75236,Phone,2,5,1,8,3,2,3,1,2,0
624,69,1,0,Graduation,Divorced,62551,Phone,1,10,3,6,1,1,1,0,5,0
625,39,0,0,PhD,Together,70123,Computer,0,10,2,5,0,2,1,3,8,0
626,60,1,2,Graduation,Single,50785,Tablet,0,8,1,2,1,3,3,4,15,0
627,52,0,0,2n Cycle,Married,15315,Tablet,1,26,3,2,1,2,0,3,1,0
628,52,0,0,2n Cycle,Married,15315,Computer,1,6,2,2,6,1,1,3,6,0
629,52,0,1,PhD,Together,64413,Tablet,1,12,1,5,0,0,6,1,6,0
630,41,0,0,PhD,Married,87171,Tablet,0,3,1,6,4,2,0,2,1,0
631,61,0,1,Graduation,Single,30081,Computer,2,3,2,1,1,5,1,3,5,0
632,46,1,0,Graduation,Single,20180,Phone,2,7,1,2,3,1,0,2,5,0
633,46,1,0,Graduation,Single,20180,Phone,0,15,2,2,6,1,3,4,1,0
634,56,0,1,Graduation,Divorced,55686,Phone,2,10,3,6,3,5,2,3,2,0
635,63,0,1,2n Cycle,Married,26887,Computer,2,18,1,1,2,0,2,1,6,0
636,45,1,1,PhD,Married,61996,Phone,1,12,2,6,4,3,5,6,11,1
637,70,1,1,Graduation,Divorced,51537,Computer,2,11,4,2,3,0,7,6,4,0
638,60,0,0,Graduation,Together,72025,Laptop,0,24,2,4,3,0,4,0,8,0
639,51,0,1,Master,Together,30538,Phone,1,11,4,9,1,1,1,3,6,0
